Timestamp,ReadBytesPerSec,WriteBytesPerSec
2025-06-25 16:23:01,82890539.7504353,0
2025-06-25 16:23:07,49601596.8175601,0
2025-06-25 16:23:13,45773254.3800105,0
2025-06-25 16:23:19,75064649.2325253,0
2025-06-25 16:23:25,33091400.5774204,0
2025-06-25 16:23:31,29202858.9235531,0
2025-06-25 16:23:37,28948229.4330431,0
2025-06-25 16:23:43,33106014.3462811,0
2025-06-25 16:23:49,33528648.4693271,0
2025-06-25 16:23:56,29020865.3774777,0...
